time_yr,relHum,pco2_mol,co2_ppm,Ca,temp_C,Tv
45.5,0.0214,1.50E+17,8.48E-04,847.93,22.992419,296.142419
47.5,0.021402,1.50E+17,8.48E-04,848.47,22.993808,296.143808
49.5,0.021403,1.50E+17,8.49E-04,849.01,22.995033,296.145033
51.5,0.021405,1.50E+17,8.50E-04,849.54,22.996466,296.146466
53.5,0.021406,1.50E+17,8.50E-04,850.08,22.997371,296.147371
55.5,0.021407,1.50E+17,8.51E-04,850.61,22.998611,296.148611
57.5,0.021409,1.51E+17,8.51E-04,851.15,23.000846,296.150846
59.5,0.021412,1.51E+17,8.52E-04,851.68,23.003524,296.153524
61.5,0.021415,1.51E+17,8.52E-04,852.21,23.006545,296.156545
63.5,0.021418,1.51E+17,8.53E-04,852.74,23.00979,296.15979
65.5,0.021421,1.51E+17,8.53E-04,853.27,23.012704,296.162704
67.5,0.021424,1.51E+17,8.54E-04,853.79,23.01521,296.16521
69.5,0.021427,1.51E+17,8.54E-04,854.31,23.018098,296.168098
71.5,0.02143,1.51E+17,8.55E-04,854.84,23.020825,296.170825
73.5,0.021431,1.51E+17,8.55E-04,855.35,23.022166,296.172166
75.5,0.021433,1.51E+17,8.56E-04,855.87,23.02337,296.17337
77.5,0.021434,1.52E+17,8.56E-04,856.39,23.024921,296.174921
79.5,0.021436,1.52E+17,8.57E-04,856.90,23.026152,296.176152
81.5,0.021437,1.52E+17,8.57E-04,857.42,23.02743,296.17743
83.5,0.021439,1.52E+17,8.58E-04,857.93,23.029687,296.179687
85.5,0.021442,1.52E+17,8.58E-04,858.45,23.032397,296.182397
87.5,0.021445,1.52E+17,8.59E-04,858.96,23.035438,296.185438
89.5,0.021448,1.52E+17,8.59E-04,859.47,23.038725,296.188725
91.5,0.021451,1.52E+17,8.60E-04,859.98,23.04166,296.19166
93.5,0.021454,1.52E+17,8.60E-04,860.49,23.044185,296.194185
95.5,0.021457,1.52E+17,8.61E-04,861.00,23.046808,296.196808
97.5,0.02146,1.52E+17,8.62E-04,861.50,23.049882,296.199882
99.5,0.021462,1.53E+17,8.62E-04,862.01,23.051353,296.201353
104.5,0.021465,1.53E+17,8.63E-04,863.26,23.054779,296.204779
109.5,0.021469,1.53E+17,8.65E-04,864.51,23.058774,296.208774
114.5,0.021477,1.53E+17,8.66E-04,865.75,23.066032,296.216032
119.5,0.021484,1.53E+17,8.67E-04,866.99,23.073152,296.223152
124.5,0.021491,1.54E+17,8.68E-04,868.22,23.079694,296.229694
129.5,0.021495,1.54E+17,8.69E-04,869.44,23.082867,296.232867
134.5,0.021498,1.54E+17,8.71E-04,870.65,23.086193,296.236193
139.5,0.021505,1.54E+17,8.72E-04,871.87,23.092868,296.242868
144.5,0.021513,1.54E+17,8.73E-04,873.08,23.100475,296.250475
149.5,0.02152,1.55E+17,8.74E-04,874.28,23.107151,296.257151
154.5,0.021524,1.55E+17,8.75E-04,875.47,23.111111,296.261111
159.5,0.021528,1.55E+17,8.77E-04,876.65,23.114076,296.264076
164.5,0.021533,1.55E+17,8.78E-04,877.84,23.119966,296.269966
169.5,0.021541,1.56E+17,8.79E-04,879.02,23.127602,296.277602
174.5,0.021548,1.56E+17,8.80E-04,880.20,23.133718,296.283718
179.5,0.021554,1.56E+17,8.81E-04,881.36,23.139127,296.289127
184.5,0.021557,1.56E+17,8.83E-04,882.52,23.142307,296.292307
189.5,0.021562,1.56E+17,8.84E-04,883.68,23.146652,296.296652
194.5,0.021569,1.57E+17,8.85E-04,884.84,23.15386,296.30386
199.5,0.021576,1.57E+17,8.86E-04,885.99,23.16051,296.31051
204.5,0.021583,1.57E+17,8.87E-04,887.14,23.16683,296.31683
209.5,0.021586,1.57E+17,8.88E-04,888.27,23.170005,296.320005
214.5,0.021589,1.57E+17,8.89E-04,889.41,23.173115,296.323115
219.5,0.021596,1.58E+17,8.91E-04,890.54,23.179502,296.329502
224.5,0.021603,1.58E+17,8.92E-04,891.67,23.186765,296.336765
229.5,0.021609,1.58E+17,8.93E-04,892.79,23.192387,296.342387
234.5,0.021615,1.58E+17,8.94E-04,893.91,23.197235,296.347235
239.5,0.021618,1.58E+17,8.95E-04,895.02,23.199934,296.349934
244.5,0.021623,1.59E+17,8.96E-04,896.14,23.205132,296.355132
249.5,0.02163,1.59E+17,8.97E-04,897.25,23.212313,296.362313
254.5,0.021637,1.59E+17,8.98E-04,898.35,23.218325,296.368325
259.5,0.021643,1.59E+17,8.99E-04,899.45,23.224316,296.374316
264.5,0.021647,1.59E+17,9.01E-04,900.55,23.227438,296.377438
269.5,0.02165,1.60E+17,9.02E-04,901.64,23.230559,296.380559
274.5,0.021656,1.60E+17,9.03E-04,902.74,23.236953,296.386953
279.5,0.021663,1.60E+17,9.04E-04,903.83,23.24389,296.39389
284.5,0.021669,1.60E+17,9.05E-04,904.91,23.249132,296.399132
289.5,0.021675,1.60E+17,9.06E-04,905.99,23.25423,296.40423
294.5,0.021677,1.60E+17,9.07E-04,907.07,23.256556,296.406556
299.5,0.021682,1.61E+17,9.08E-04,908.14,23.261595,296.411595
304.5,0.021689,1.61E+17,9.09E-04,909.22,23.268583,296.418583
309.5,0.021696,1.61E+17,9.10E-04,910.29,23.274501,296.424501
314.5,0.021701,1.61E+17,9.11E-04,911.36,23.279405,296.429405
319.5,0.021706,1.61E+17,9.12E-04,912.42,23.284178,296.434178
324.5,0.021709,1.62E+17,9.13E-04,913.48,23.286637,296.436637
329.5,0.021715,1.62E+17,9.15E-04,914.54,23.292193,296.442193
334.5,0.021722,1.62E+17,9.16E-04,915.60,23.299065,296.449065
339.5,0.021727,1.62E+17,9.17E-04,916.65,23.304327,296.454327
344.5,0.021732,1.62E+17,9.18E-04,917.70,23.308518,296.458518
349.5,0.021736,1.63E+17,9.19E-04,918.75,23.312498,296.462498
354.5,0.021742,1.63E+17,9.20E-04,919.79,23.317832,296.467832
359.5,0.021748,1.63E+17,9.21E-04,920.84,23.323673,296.473673
364.5,0.021753,1.63E+17,9.22E-04,921.88,23.328668,296.478668
369.5,0.021758,1.63E+17,9.23E-04,922.91,23.333002,296.483002
374.5,0.021763,1.63E+17,9.24E-04,923.95,23.337618,296.487618
379.5,0.021768,1.64E+17,9.25E-04,924.98,23.34279,296.49279
384.5,0.021774,1.64E+17,9.26E-04,926.01,23.348128,296.498128
389.5,0.021779,1.64E+17,9.27E-04,927.04,23.352909,296.502909
394.5,0.021784,1.64E+17,9.28E-04,928.06,23.357427,296.507427
399.5,0.021789,1.64E+17,9.29E-04,929.09,23.362147,296.512147
404.5,0.021794,1.65E+17,9.30E-04,930.11,23.367136,296.517136
409.5,0.021799,1.65E+17,9.31E-04,931.13,23.372101,296.522101
414.5,0.021804,1.65E+17,9.32E-04,932.15,23.376789,296.526789
419.5,0.021809,1.65E+17,9.33E-04,933.16,23.381445,296.531445
424.5,0.021814,1.65E+17,9.34E-04,934.18,23.38622,296.53622
429.5,0.021819,1.65E+17,9.35E-04,935.19,23.390989,296.540989
434.5,0.021824,1.66E+17,9.36E-04,936.20,23.395743,296.545743
439.5,0.021829,1.66E+17,9.37E-04,937.21,23.40038,296.55038
444.5,0.021834,1.66E+17,9.38E-04,938.22,23.405035,296.555035
449.5,0.021839,1.66E+17,9.39E-04,939.23,23.409732,296.559732
454.5,0.021844,1.66E+17,9.40E-04,940.23,23.41449,296.56449
459.5,0.021849,1.67E+17,9.41E-04,941.23,23.419196,296.569196
464.5,0.021854,1.67E+17,9.42E-04,942.23,23.423818,296.573818
469.5,0.021859,1.67E+17,9.43E-04,943.23,23.428491,296.578491
474.5,0.021864,1.67E+17,9.44E-04,944.22,23.433177,296.583177
479.5,0.021869,1.67E+17,9.45E-04,945.22,23.437855,296.587855
484.5,0.021874,1.67E+17,9.46E-04,946.21,23.442493,296.592493
489.5,0.021879,1.68E+17,9.47E-04,947.20,23.447082,296.597082
494.5,0.021883,1.68E+17,9.48E-04,948.19,23.451657,296.601657
499.5,0.021888,1.68E+17,9.49E-04,949.18,23.456261,296.606261
504.5,0.021893,1.68E+17,9.50E-04,950.17,23.460866,296.610866
509.5,0.021898,1.68E+17,9.51E-04,951.15,23.465499,296.615499
514.5,0.021903,1.68E+17,9.52E-04,952.14,23.470058,296.620058
519.5,0.021908,1.69E+17,9.53E-04,953.12,23.474662,296.624662
524.5,0.021913,1.69E+17,9.54E-04,954.10,23.479388,296.629388
529.5,0.021918,1.69E+17,9.55E-04,955.08,23.484012,296.634012
534.5,0.021923,1.69E+17,9.56E-04,956.06,23.488599,296.638599
539.5,0.021927,1.69E+17,9.57E-04,957.04,23.49315,296.64315
544.5,0.021932,1.69E+17,9.58E-04,958.02,23.497852,296.647852
549.5,0.021937,1.70E+17,9.59E-04,959.00,23.502412,296.652412
554.5,0.021942,1.70E+17,9.60E-04,959.97,23.506945,296.656945
559.5,0.021947,1.70E+17,9.61E-04,960.94,23.511545,296.661545
564.5,0.021952,1.70E+17,9.62E-04,961.92,23.51608,296.66608
569.5,0.021957,1.70E+17,9.63E-04,962.89,23.52061,296.67061
574.5,0.021961,1.71E+17,9.64E-04,963.86,23.52515,296.67515
579.5,0.021966,1.71E+17,9.65E-04,964.83,23.529712,296.679712
584.5,0.021971,1.71E+17,9.66E-04,965.80,23.534251,296.684251
589.5,0.021976,1.71E+17,9.67E-04,966.76,23.538664,296.688664
594.5,0.021981,1.71E+17,9.68E-04,967.73,23.543077,296.693077
599.5,0.021985,1.71E+17,9.69E-04,968.69,23.547688,296.697688
604.5,0.02199,1.72E+17,9.70E-04,969.65,23.552554,296.702554
609.5,0.021996,1.72E+17,9.71E-04,970.62,23.557907,296.707907
614.5,0.022001,1.72E+17,9.72E-04,971.58,23.562724,296.712724
619.5,0.022006,1.72E+17,9.73E-04,972.54,23.56739,296.71739
624.5,0.022011,1.72E+17,9.73E-04,973.49,23.571994,296.721994
629.5,0.022016,1.72E+17,9.74E-04,974.45,23.576495,296.726495
634.5,0.02202,1.73E+17,9.75E-04,975.41,23.580931,296.730931
639.5,0.022025,1.73E+17,9.76E-04,976.36,23.585338,296.735338
644.5,0.02203,1.73E+17,9.77E-04,977.32,23.58977,296.73977
649.5,0.022035,1.73E+17,9.78E-04,978.27,23.594246,296.744246
654.5,0.022039,1.73E+17,9.79E-04,979.22,23.598734,296.748734
659.5,0.022044,1.73E+17,9.80E-04,980.18,23.603261,296.753261
664.5,0.022049,1.74E+17,9.81E-04,981.13,23.607558,296.757558
669.5,0.022054,1.74E+17,9.82E-04,982.08,23.612185,296.762185
674.5,0.022059,1.74E+17,9.83E-04,983.03,23.616978,296.766978
679.5,0.022064,1.74E+17,9.84E-04,983.98,23.621567,296.771567
684.5,0.022068,1.74E+17,9.85E-04,984.93,23.626122,296.776122
689.5,0.022073,1.74E+17,9.86E-04,985.88,23.630637,296.780637
694.5,0.022078,1.75E+17,9.87E-04,986.82,23.635059,296.785059
699.5,0.022083,1.75E+17,9.88E-04,987.77,23.639496,296.789496
704.5,0.022087,1.75E+17,9.89E-04,988.71,23.643858,296.793858
709.5,0.022092,1.75E+17,9.90E-04,989.66,23.648182,296.798182
714.5,0.022097,1.75E+17,9.91E-04,990.60,23.652487,296.802487
719.5,0.022102,1.75E+17,9.92E-04,991.54,23.657077,296.807077
724.5,0.022106,1.76E+17,9.92E-04,992.48,23.661385,296.811385
729.5,0.022111,1.76E+17,9.93E-04,993.42,23.665749,296.815749
734.5,0.022116,1.76E+17,9.94E-04,994.36,23.670254,296.820254
739.5,0.022121,1.76E+17,9.95E-04,995.30,23.674788,296.824788
744.5,0.022125,1.76E+17,9.96E-04,996.24,23.679075,296.829075
749.5,0.02213,1.76E+17,9.97E-04,997.18,23.682996,296.832996
754.5,0.022134,1.77E+17,9.98E-04,998.12,23.687329,296.837329
759.5,0.022139,1.77E+17,9.99E-04,999.05,23.691773,296.841773
764.5,0.022144,1.77E+17,1.00E-03,999.99,23.696251,296.846251
769.5,0.022149,1.77E+17,1.00E-03,1000.93,23.701225,296.851225
774.5,0.022154,1.77E+17,1.00E-03,1001.86,23.706073,296.856073
779.5,0.022159,1.77E+17,1.00E-03,1002.80,23.710691,296.860691
784.5,0.022163,1.78E+17,1.00E-03,1003.73,23.715063,296.865063
789.5,0.022168,1.78E+17,1.00E-03,1004.67,23.719281,296.869281
794.5,0.022173,1.78E+17,1.01E-03,1005.60,23.723557,296.873557
799.5,0.022177,1.78E+17,1.01E-03,1006.54,23.727813,296.877813
804.5,0.022182,1.78E+17,1.01E-03,1007.47,23.732123,296.882123
809.5,0.022186,1.78E+17,1.01E-03,1008.40,23.73638,296.88638
814.5,0.022191,1.79E+17,1.01E-03,1009.34,23.741046,296.891046
819.5,0.022196,1.79E+17,1.01E-03,1010.27,23.745448,296.895448
824.5,0.0222,1.79E+17,1.01E-03,1011.20,23.749799,296.899799
829.5,0.022205,1.79E+17,1.01E-03,1012.13,23.754122,296.904122
834.5,0.02221,1.79E+17,1.01E-03,1013.06,23.75842,296.90842
839.5,0.022214,1.79E+17,1.01E-03,1013.99,23.762937,296.912937
844.5,0.022219,1.80E+17,1.01E-03,1014.92,23.767386,296.917386
849.5,0.022224,1.80E+17,1.02E-03,1015.85,23.771888,296.921888
854.5,0.022229,1.80E+17,1.02E-03,1016.78,23.777026,296.927026
859.5,0.022234,1.80E+17,1.02E-03,1017.70,23.781664,296.931664
864.5,0.022239,1.80E+17,1.02E-03,1018.63,23.78633,296.93633
869.5,0.022244,1.80E+17,1.02E-03,1019.56,23.790979,296.940979
874.5,0.022249,1.81E+17,1.02E-03,1020.48,23.795324,296.945324
879.5,0.022254,1.81E+17,1.02E-03,1021.41,23.800169,296.950169
884.5,0.022258,1.81E+17,1.02E-03,1022.33,23.804582,296.954582
889.5,0.022263,1.81E+17,1.02E-03,1023.26,23.808873,296.958873
894.5,0.022268,1.81E+17,1.02E-03,1024.18,23.81365,296.96365
899.5,0.022273,1.81E+17,1.03E-03,1025.10,23.818576,296.968576
904.5,0.022278,1.82E+17,1.03E-03,1026.03,23.823145,296.973145
909.5,0.022283,1.82E+17,1.03E-03,1026.95,23.82756,296.97756
914.5,0.022288,1.82E+17,1.03E-03,1027.87,23.832338,296.982338
919.5,0.022293,1.82E+17,1.03E-03,1028.79,23.836727,296.986727
924.5,0.022297,1.82E+17,1.03E-03,1029.71,23.840681,296.990681
929.5,0.022302,1.82E+17,1.03E-03,1030.63,23.845027,296.995027
934.5,0.022306,1.83E+17,1.03E-03,1031.55,23.849343,296.999343
939.5,0.022311,1.83E+17,1.03E-03,1032.46,23.853624,297.003624
944.5,0.022316,1.83E+17,1.03E-03,1033.38,23.857854,297.007854
949.5,0.02232,1.83E+17,1.03E-03,1034.30,23.86205,297.01205
954.5,0.022325,1.83E+17,1.04E-03,1035.22,23.866218,297.016218
959.5,0.022329,1.83E+17,1.04E-03,1036.14,23.87038,297.02038
964.5,0.022334,1.83E+17,1.04E-03,1037.05,23.874612,297.024612
969.5,0.022338,1.84E+17,1.04E-03,1037.97,23.878791,297.028791
974.5,0.022343,1.84E+17,1.04E-03,1038.89,23.882946,297.032946
979.5,0.022348,1.84E+17,1.04E-03,1039.80,23.887435,297.037435
984.5,0.022352,1.84E+17,1.04E-03,1040.72,23.891757,297.041757
989.5,0.022357,1.84E+17,1.04E-03,1041.63,23.895969,297.045969
994.5,0.022361,1.84E+17,1.04E-03,1042.54,23.900148,297.050148
999.5,0.022366,1.85E+17,1.04E-03,1043.46,23.904474,297.054474
1019.5,0.022384,1.85E+17,1.05E-03,1047.11,23.920826,297.070826
1039.5,0.022401,1.86E+17,1.05E-03,1050.76,23.936995,297.086995
1059.5,0.022419,1.87E+17,1.05E-03,1054.41,23.953204,297.103204
1079.5,0.022436,1.87E+17,1.06E-03,1058.05,23.969303,297.119303
1099.5,0.022454,1.88E+17,1.06E-03,1061.70,23.98576,297.13576
1119.5,0.022471,1.88E+17,1.07E-03,1065.34,24.001682,297.151682
1139.5,0.022489,1.89E+17,1.07E-03,1068.97,24.017434,297.167434
1159.5,0.022506,1.90E+17,1.07E-03,1072.61,24.033099,297.183099
1179.5,0.022523,1.90E+17,1.08E-03,1076.24,24.048662,297.198662
1199.5,0.02254,1.91E+17,1.08E-03,1079.86,24.06414,297.21414
1219.5,0.022556,1.92E+17,1.08E-03,1083.49,24.07964,297.22964
1239.5,0.022573,1.92E+17,1.09E-03,1087.11,24.095044,297.245044
1259.5,0.02259,1.93E+17,1.09E-03,1090.73,24.1103,297.2603
1279.5,0.022607,1.94E+17,1.09E-03,1094.36,24.125631,297.275631
1299.5,0.022624,1.94E+17,1.10E-03,1097.98,24.141372,297.291372
1319.5,0.022641,1.95E+17,1.10E-03,1101.61,24.156874,297.306874
1339.5,0.022657,1.96E+17,1.11E-03,1105.24,24.172252,297.322252
1359.5,0.022674,1.96E+17,1.11E-03,1108.86,24.187295,297.337295
1379.5,0.02269,1.97E+17,1.11E-03,1112.49,24.202279,297.352279
1399.5,0.022707,1.97E+17,1.12E-03,1116.11,24.217187,297.367187
1419.5,0.022723,1.98E+17,1.12E-03,1119.73,24.232024,297.382024
1439.5,0.022739,1.99E+17,1.12E-03,1123.34,24.246815,297.396815
1459.5,0.022755,1.99E+17,1.13E-03,1126.96,24.261568,297.411568
1479.5,0.022772,2.00E+17,1.13E-03,1130.57,24.276386,297.426386
1499.5,0.022788,2.01E+17,1.13E-03,1134.18,24.291002,297.441002
1519.5,0.022804,2.01E+17,1.14E-03,1137.79,24.305577,297.455577
1539.5,0.02282,2.02E+17,1.14E-03,1141.40,24.320103,297.470103
1559.5,0.022836,2.03E+17,1.15E-03,1145.01,24.334581,297.484581
1579.5,0.022852,2.03E+17,1.15E-03,1148.61,24.34903,297.49903
1599.5,0.022868,2.04E+17,1.15E-03,1152.22,24.363428,297.513428
1619.5,0.022883,2.04E+17,1.16E-03,1155.83,24.377778,297.527778
1639.5,0.0229,2.05E+17,1.16E-03,1159.43,24.392381,297.542381
1659.5,0.022915,2.06E+17,1.16E-03,1163.03,24.40668,297.55668
1679.5,0.022931,2.06E+17,1.17E-03,1166.64,24.420872,297.570872
1699.5,0.022947,2.07E+17,1.17E-03,1170.24,24.435006,297.585006
1719.5,0.022962,2.08E+17,1.17E-03,1173.83,24.449084,297.599084
1739.5,0.022978,2.08E+17,1.18E-03,1177.43,24.463167,297.613167
1759.5,0.022994,2.09E+17,1.18E-03,1181.02,24.477219,297.627219
1779.5,0.023009,2.10E+17,1.18E-03,1184.60,24.491182,297.641182
1799.5,0.023025,2.10E+17,1.19E-03,1188.19,24.505128,297.655128
1819.5,0.02304,2.11E+17,1.19E-03,1191.77,24.519052,297.669052
1839.5,0.023055,2.11E+17,1.20E-03,1195.35,24.532915,297.682915
1859.5,0.023071,2.12E+17,1.20E-03,1198.93,24.54685,297.69685
1879.5,0.023086,2.13E+17,1.20E-03,1202.50,24.560546,297.710546
1899.5,0.023101,2.13E+17,1.21E-03,1206.08,24.57425,297.72425
1919.5,0.023117,2.14E+17,1.21E-03,1209.65,24.587927,297.737927
1939.5,0.023132,2.15E+17,1.21E-03,1213.22,24.601568,297.751568
1959.5,0.023147,2.15E+17,1.22E-03,1216.78,24.615161,297.765161
1979.5,0.023162,2.16E+17,1.22E-03,1220.35,24.628724,297.778724
1999.5,0.023177,2.17E+17,1.22E-03,1223.91,24.642237,297.792237
2049.5,0.023215,2.18E+17,1.23E-03,1232.80,24.676039,297.826039
2099.5,0.023252,2.20E+17,1.24E-03,1241.66,24.709362,297.859362
2149.5,0.02329,2.21E+17,1.25E-03,1250.52,24.742413,297.892413
2199.5,0.023326,2.23E+17,1.26E-03,1259.35,24.775169,297.925169
2249.5,0.023363,2.24E+17,1.27E-03,1268.18,24.807894,297.957894
2299.5,0.0234,2.26E+17,1.28E-03,1276.99,24.840187,297.990187
2349.5,0.023436,2.27E+17,1.29E-03,1285.78,24.872251,298.022251
2399.5,0.023472,2.29E+17,1.29E-03,1294.56,24.90456,298.05456
2449.5,0.023508,2.31E+17,1.30E-03,1303.32,24.936884,298.086884
2499.5,0.023544,2.32E+17,1.31E-03,1312.06,24.967992,298.117992
2549.5,0.023579,2.34E+17,1.32E-03,1320.79,24.998941,298.148941
2599.5,0.023614,2.35E+17,1.33E-03,1329.49,25.029703,298.179703
2649.5,0.023649,2.37E+17,1.34E-03,1338.17,25.06026,298.21026
2699.5,0.023683,2.38E+17,1.35E-03,1346.83,25.090679,298.240679
2749.5,0.023717,2.40E+17,1.36E-03,1355.48,25.120723,298.270723
2799.5,0.023752,2.41E+17,1.36E-03,1364.10,25.150603,298.300603
2849.5,0.023786,2.43E+17,1.37E-03,1372.70,25.180286,298.330286
2899.5,0.023819,2.44E+17,1.38E-03,1381.29,25.209766,298.359766
2949.5,0.023853,2.46E+17,1.39E-03,1389.86,25.239022,298.389022
2999.5,0.023886,2.47E+17,1.40E-03,1398.41,25.268086,298.418086
3049.5,0.023919,2.49E+17,1.41E-03,1406.94,25.296944,298.446944
3099.5,0.023952,2.50E+17,1.42E-03,1415.46,25.325599,298.475599
3149.5,0.023985,2.52E+17,1.42E-03,1423.95,25.354038,298.504038
3199.5,0.024018,2.53E+17,1.43E-03,1432.43,25.382288,298.532288
3249.5,0.02405,2.55E+17,1.44E-03,1440.89,25.41034,298.56034
3299.5,0.024082,2.56E+17,1.45E-03,1449.34,25.438187,298.588187
3349.5,0.024115,2.58E+17,1.46E-03,1457.76,25.465836,298.615836
3399.5,0.024147,2.59E+17,1.47E-03,1466.17,25.493466,298.643466
3449.5,0.024178,2.61E+17,1.47E-03,1474.56,25.520323,298.670323
3499.5,0.02421,2.62E+17,1.48E-03,1482.94,25.547647,298.697647
3549.5,0.024241,2.64E+17,1.49E-03,1491.30,25.574603,298.724603
3599.5,0.024272,2.65E+17,1.50E-03,1499.64,25.601342,298.751342
3649.5,0.024303,2.67E+17,1.51E-03,1507.96,25.627888,298.777888
3699.5,0.024334,2.68E+17,1.52E-03,1516.27,25.654247,298.804247
3749.5,0.024365,2.70E+17,1.52E-03,1524.55,25.680426,298.830426
3799.5,0.024395,2.71E+17,1.53E-03,1532.81,25.706417,298.856417
3849.5,0.024425,2.73E+17,1.54E-03,1541.05,25.732226,298.882226
3899.5,0.024455,2.74E+17,1.55E-03,1549.27,25.757864,298.907864
3949.5,0.024485,2.76E+17,1.56E-03,1557.49,25.783339,298.933339
3999.5,0.024515,2.77E+17,1.57E-03,1565.68,25.808645,298.958645
4049.5,0.024545,2.78E+17,1.57E-03,1573.85,25.83379,298.98379
4099.5,0.024574,2.80E+17,1.58E-03,1582.01,25.858759,299.008759
4149.5,0.024603,2.81E+17,1.59E-03,1590.13,25.883532,299.033532
4199.5,0.024633,2.83E+17,1.60E-03,1598.23,25.908138,299.058138
4249.5,0.024661,2.84E+17,1.61E-03,1606.32,25.932583,299.082583
4299.5,0.02469,2.86E+17,1.61E-03,1614.39,25.956873,299.106873
4349.5,0.024719,2.87E+17,1.62E-03,1622.44,25.981004,299.131004
4399.5,0.024747,2.88E+17,1.63E-03,1630.48,26.004986,299.154986
4449.5,0.024776,2.90E+17,1.64E-03,1638.50,26.028851,299.178851
4499.5,0.024804,2.91E+17,1.65E-03,1646.51,26.052831,299.202831
4549.5,0.024832,2.93E+17,1.65E-03,1654.51,26.076343,299.226343
4599.5,0.02486,2.94E+17,1.66E-03,1662.48,26.099711,299.249711
4649.5,0.024888,2.96E+17,1.67E-03,1670.45,26.12292,299.27292
4699.5,0.024915,2.97E+17,1.68E-03,1678.39,26.146024,299.296024
4749.5,0.024943,2.98E+17,1.69E-03,1686.32,26.169005,299.319005
4799.5,0.02497,3.00E+17,1.69E-03,1694.25,26.191857,299.341857
4849.5,0.024998,3.01E+17,1.70E-03,1702.15,26.214571,299.364571
4899.5,0.025025,3.03E+17,1.71E-03,1710.04,26.23715,299.38715
4949.5,0.025052,3.04E+17,1.72E-03,1717.92,26.259604,299.409604
4999.5,0.025078,3.05E+17,1.73E-03,1725.78,26.281918,299.431918
5049.5,0.025105,3.07E+17,1.73E-03,1733.62,26.304101,299.454101
5099.5,0.025131,3.08E+17,1.74E-03,1741.45,26.32581,299.47581
5149.5,0.025158,3.09E+17,1.75E-03,1749.26,26.347816,299.497816
5199.5,0.025184,3.11E+17,1.76E-03,1757.06,26.369668,299.519668
5249.5,0.025211,3.12E+17,1.76E-03,1764.84,26.391377,299.541377
5299.5,0.025237,3.14E+17,1.77E-03,1772.61,26.41296,299.56296
5349.5,0.025263,3.15E+17,1.78E-03,1780.37,26.434405,299.584405
5399.5,0.025288,3.16E+17,1.79E-03,1788.11,26.455732,299.605732
5449.5,0.025314,3.18E+17,1.80E-03,1795.85,26.47709,299.62709
5499.5,0.02534,3.19E+17,1.80E-03,1803.57,26.498,299.648
5549.5,0.025365,3.20E+17,1.81E-03,1811.28,26.519096,299.669096
5599.5,0.025391,3.22E+17,1.82E-03,1818.97,26.539955,299.689955
5649.5,0.025416,3.23E+17,1.83E-03,1826.65,26.560708,299.710708
5699.5,0.025441,3.25E+17,1.83E-03,1834.31,26.581347,299.731347
5749.5,0.025466,3.26E+17,1.84E-03,1841.96,26.601881,299.751881
5799.5,0.025491,3.27E+17,1.85E-03,1849.60,26.622298,299.772298
5849.5,0.025516,3.29E+17,1.86E-03,1857.23,26.642622,299.792622
5899.5,0.025541,3.30E+17,1.86E-03,1864.84,26.662833,299.812833
