time_yr,relHum,pco2_mol,co2_ppm,Ca,temp_C,Tv
5949.5,0.025565,3.31E+17,1.87E-03,1872.45,26.682929,299.832929
5999.5,0.02559,3.33E+17,1.88E-03,1880.03,26.70293,299.85293
6049.5,0.025614,3.34E+17,1.89E-03,1887.61,26.722826,299.872826
6099.5,0.025639,3.35E+17,1.90E-03,1895.18,26.742625,299.892625
6149.5,0.025663,3.37E+17,1.90E-03,1902.73,26.762339,299.912339
6199.5,0.025687,3.38E+17,1.91E-03,1910.27,26.781928,299.931928
6249.5,0.025711,3.39E+17,1.92E-03,1917.80,26.801419,299.951419
6299.5,0.025735,3.41E+17,1.93E-03,1925.32,26.820807,299.970807
6349.5,0.025759,3.42E+17,1.93E-03,1932.82,26.840105,299.990105
6399.5,0.025782,3.43E+17,1.94E-03,1940.31,26.859302,300.009302
6449.5,0.025806,3.45E+17,1.95E-03,1947.78,26.878636,300.028636
6499.5,0.02583,3.46E+17,1.96E-03,1955.25,26.897561,300.047561
6549.5,0.025853,3.47E+17,1.96E-03,1962.70,26.91632,300.06632
6599.5,0.025876,3.49E+17,1.97E-03,1970.14,26.935156,300.085156
6649.5,0.025899,3.50E+17,1.98E-03,1977.57,26.953885,300.103885
6699.5,0.025923,3.51E+17,1.98E-03,1985.00,26.972533,300.122533
6749.5,0.025946,3.52E+17,1.99E-03,1992.41,26.991079,300.141079
6799.5,0.025969,3.54E+17,2.00E-03,1999.82,27.009543,300.159543
6849.5,0.025991,3.55E+17,2.01E-03,2007.21,27.027908,300.177908
6899.5,0.026014,3.56E+17,2.01E-03,2014.59,27.046131,300.196131
6949.5,0.026037,3.58E+17,2.02E-03,2021.96,27.064327,300.214327
6999.5,0.026059,3.59E+17,2.03E-03,2029.31,27.082436,300.232436
7049.5,0.026082,3.60E+17,2.04E-03,2036.66,27.10045,300.25045
7099.5,0.026104,3.62E+17,2.04E-03,2043.99,27.118391,300.268391
7149.5,0.026127,3.63E+17,2.05E-03,2051.31,27.136242,300.286242
7199.5,0.026149,3.64E+17,2.06E-03,2058.62,27.154009,300.304009
7249.5,0.026171,3.66E+17,2.07E-03,2065.91,27.171697,300.321697
7299.5,0.026193,3.67E+17,2.07E-03,2073.20,27.189303,300.339303
7349.5,0.026215,3.68E+17,2.08E-03,2080.47,27.206828,300.356828
7399.5,0.026237,3.69E+17,2.09E-03,2087.73,27.224265,300.374265
7449.5,0.026259,3.71E+17,2.09E-03,2094.98,27.241628,300.391628
7499.5,0.02628,3.72E+17,2.10E-03,2102.22,27.258912,300.408912
7549.5,0.026302,3.73E+17,2.11E-03,2109.45,27.276105,300.426105
7599.5,0.026324,3.74E+17,2.12E-03,2116.67,27.293257,300.443257
7649.5,0.026345,3.76E+17,2.12E-03,2123.89,27.310314,300.460314
7699.5,0.026367,3.77E+17,2.13E-03,2131.09,27.327291,300.477291
7749.5,0.026388,3.78E+17,2.14E-03,2138.28,27.344195,300.494195
7799.5,0.026409,3.80E+17,2.15E-03,2145.47,27.361022,300.511022
7849.5,0.02643,3.81E+17,2.15E-03,2152.64,27.37778,300.52778
7899.5,0.026452,3.82E+17,2.16E-03,2159.80,27.394467,300.544467
7949.5,0.026473,3.83E+17,2.17E-03,2166.96,27.411078,300.561078
7999.5,0.026494,3.85E+17,2.17E-03,2174.11,27.427613,300.577613
8049.5,0.026514,3.86E+17,2.18E-03,2181.24,27.44409,300.59409
8099.5,0.026535,3.87E+17,2.19E-03,2188.37,27.460493,300.610493
8149.5,0.026556,3.88E+17,2.20E-03,2195.49,27.476816,300.626816
8199.5,0.026577,3.90E+17,2.20E-03,2202.60,27.493089,300.643089
8249.5,0.026597,3.91E+17,2.21E-03,2209.70,27.50927,300.65927
8299.5,0.026618,3.92E+17,2.22E-03,2216.80,27.525388,300.675388
8349.5,0.026638,3.93E+17,2.22E-03,2223.88,27.541451,300.691451
8399.5,0.026659,3.95E+17,2.23E-03,2230.96,27.55745,300.70745
8449.5,0.026679,3.96E+17,2.24E-03,2238.03,27.573368,300.723368
8499.5,0.026699,3.97E+17,2.25E-03,2245.09,27.589241,300.739241
8549.5,0.026719,3.98E+17,2.25E-03,2252.14,27.605049,300.755049
8599.5,0.02674,4.00E+17,2.26E-03,2259.18,27.620779,300.770779
8649.5,0.02676,4.01E+17,2.27E-03,2266.22,27.636454,300.786454
8699.5,0.026779,4.02E+17,2.27E-03,2273.25,27.652032,300.802032
8749.5,0.026799,4.03E+17,2.28E-03,2280.27,27.667595,300.817595
8799.5,0.026819,4.05E+17,2.29E-03,2287.28,27.683046,300.833046
8849.5,0.026839,4.06E+17,2.29E-03,2294.28,27.698465,300.848465
8899.5,0.026858,4.07E+17,2.30E-03,2301.28,27.713543,300.863543
8949.5,0.026878,4.08E+17,2.31E-03,2308.27,27.728935,300.878935
8999.5,0.026898,4.10E+17,2.32E-03,2315.25,27.744343,300.894343
9049.5,0.026918,4.11E+17,2.32E-03,2322.22,27.759579,300.909579
9099.5,0.026937,4.12E+17,2.33E-03,2329.18,27.77472,300.92472
9149.5,0.026956,4.13E+17,2.34E-03,2336.14,27.789796,300.939796
9199.5,0.026976,4.15E+17,2.34E-03,2343.08,27.804809,300.954809
9249.5,0.026995,4.16E+17,2.35E-03,2350.01,27.819762,300.969762
9299.5,0.027014,4.17E+17,2.36E-03,2356.93,27.834649,300.984649
9349.5,0.027033,4.18E+17,2.36E-03,2363.85,27.849474,300.999474
9399.5,0.027053,4.19E+17,2.37E-03,2370.76,27.864243,301.014243
9449.5,0.027072,4.21E+17,2.38E-03,2377.66,27.878955,301.028955
9499.5,0.027091,4.22E+17,2.38E-03,2384.55,27.893651,301.043651
9549.5,0.02711,4.23E+17,2.39E-03,2391.44,27.908286,301.058286
9599.5,0.027128,4.24E+17,2.40E-03,2398.31,27.922847,301.072847
9649.5,0.027147,4.26E+17,2.41E-03,2405.17,27.937356,301.087356
9699.5,0.027166,4.27E+17,2.41E-03,2412.03,27.951819,301.101819
9749.5,0.027185,4.28E+17,2.42E-03,2418.88,27.96624,301.11624
9799.5,0.027203,4.29E+17,2.43E-03,2425.73,27.980607,301.130607
9849.5,0.027222,4.30E+17,2.43E-03,2432.58,27.994931,301.144931
9899.5,0.027241,4.32E+17,2.44E-03,2439.42,28.009195,301.159195
9949.5,0.027259,4.33E+17,2.45E-03,2446.25,28.02341,301.17341
9999.5,0.027278,4.34E+17,2.45E-03,2453.08,28.037586,301.187586
10199.5,0.027234,4.28E+17,2.42E-03,2421.90,28.005049,301.155049
10399.5,0.027178,4.24E+17,2.40E-03,2395.43,27.96307,301.11307
10599.5,0.027121,4.20E+17,2.37E-03,2371.78,27.920801,301.070801
10799.5,0.027068,4.16E+17,2.35E-03,2349.92,27.881039,301.031039
10999.5,0.027016,4.12E+17,2.33E-03,2329.11,27.842257,300.992257
11199.5,0.026966,4.09E+17,2.31E-03,2309.04,27.804221,300.954221
11399.5,0.026916,4.05E+17,2.29E-03,2289.57,27.766885,300.916885
11599.5,0.026867,4.02E+17,2.27E-03,2270.68,27.729106,300.879106
11799.5,0.02682,3.98E+17,2.25E-03,2252.20,27.693398,300.843398
11999.5,0.026774,3.95E+17,2.23E-03,2234.28,27.658043,300.808043
12199.5,0.026729,3.92E+17,2.22E-03,2216.95,27.62344,300.77344
12399.5,0.026684,3.89E+17,2.20E-03,2200.19,27.589242,300.739242
12599.5,0.026641,3.86E+17,2.18E-03,2183.93,27.555507,300.705507
12799.5,0.026598,3.84E+17,2.17E-03,2168.12,27.522156,300.672156
12999.5,0.026556,3.81E+17,2.15E-03,2152.68,27.489581,300.639581
13199.5,0.026514,3.78E+17,2.14E-03,2137.59,27.457174,300.607174
13399.5,0.026477,3.76E+17,2.12E-03,2123.23,27.430508,300.580508
13599.5,0.026435,3.73E+17,2.11E-03,2109.27,27.397134,300.547134
13799.5,0.026395,3.71E+17,2.10E-03,2095.40,27.365497,300.515497
13999.5,0.026355,3.68E+17,2.08E-03,2081.67,27.33391,300.48391
14199.5,0.026315,3.66E+17,2.07E-03,2068.19,27.302512,300.452512
14399.5,0.026276,3.64E+17,2.06E-03,2055.12,27.271667,300.421667
14599.5,0.026238,3.61E+17,2.04E-03,2042.52,27.241579,300.391579
14799.5,0.026201,3.59E+17,2.03E-03,2030.38,27.212277,300.362277
14999.5,0.026165,3.57E+17,2.02E-03,2018.63,27.183633,300.333633
15199.5,0.02613,3.55E+17,2.01E-03,2007.27,27.155724,300.305724
15399.5,0.026096,3.53E+17,2.00E-03,1996.26,27.128465,300.278465
15599.5,0.026063,3.51E+17,1.99E-03,1985.59,27.101845,300.251845
15799.5,0.026031,3.49E+17,1.98E-03,1975.24,27.075825,300.225825
15999.5,0.025999,3.48E+17,1.97E-03,1965.18,27.050414,300.200414
16199.5,0.025968,3.46E+17,1.96E-03,1955.39,27.025547,300.175547
16399.5,0.025937,3.44E+17,1.95E-03,1945.65,27.000771,300.150771
16599.5,0.025907,3.43E+17,1.94E-03,1936.19,26.976526,300.126526
16799.5,0.025878,3.41E+17,1.93E-03,1927.01,26.952846,300.102846
16999.5,0.025849,3.39E+17,1.92E-03,1918.08,26.929698,300.079698
17199.5,0.025821,3.38E+17,1.91E-03,1909.39,26.907039,300.057039
17399.5,0.025794,3.36E+17,1.90E-03,1900.92,26.884867,300.034867
17599.5,0.025767,3.35E+17,1.89E-03,1892.67,26.863173,300.013173
17799.5,0.025741,3.33E+17,1.88E-03,1884.64,26.84196,299.99196
17999.5,0.025715,3.32E+17,1.88E-03,1876.82,26.821209,299.971209
18199.5,0.02569,3.31E+17,1.87E-03,1869.19,26.800868,299.950868
18399.5,0.025666,3.29E+17,1.86E-03,1861.77,26.781018,299.931018
18599.5,0.025642,3.28E+17,1.85E-03,1854.55,26.761621,299.911621
18799.5,0.025618,3.27E+17,1.85E-03,1847.51,26.742661,299.892661
18999.5,0.025596,3.26E+17,1.84E-03,1840.66,26.724118,299.874118
19199.5,0.025573,3.24E+17,1.83E-03,1833.96,26.705959,299.855959
19399.5,0.025552,3.23E+17,1.83E-03,1827.42,26.688157,299.838157
19599.5,0.02553,3.22E+17,1.82E-03,1821.04,26.670725,299.820725
19799.5,0.02551,3.21E+17,1.81E-03,1814.82,26.653672,299.803672
19999.5,0.025489,3.20E+17,1.81E-03,1808.75,26.636983,299.786983
20499.5,0.02544,3.17E+17,1.79E-03,1794.24,26.596884,299.746884
20999.5,0.025394,3.15E+17,1.78E-03,1780.56,26.558818,299.708818
21499.5,0.02535,3.13E+17,1.77E-03,1767.66,26.522675,299.672675
21999.5,0.025308,3.11E+17,1.76E-03,1755.44,26.488267,299.638267
22499.5,0.025269,3.09E+17,1.74E-03,1743.90,26.455669,299.605669
22999.5,0.025231,3.07E+17,1.73E-03,1732.95,26.424475,299.574475
23499.5,0.025195,3.05E+17,1.72E-03,1722.60,26.39479,299.54479
23999.5,0.025161,3.03E+17,1.71E-03,1712.81,26.366564,299.516564
24499.5,0.025129,3.01E+17,1.70E-03,1703.52,26.339663,299.489663
24999.5,0.025098,3.00E+17,1.69E-03,1694.70,26.314038,299.464038
25499.5,0.025068,2.98E+17,1.69E-03,1686.31,26.289555,299.439555
25999.5,0.02504,2.97E+17,1.68E-03,1678.33,26.26616,299.41616
26499.5,0.025013,2.96E+17,1.67E-03,1670.72,26.243779,299.393779
26999.5,0.024988,2.94E+17,1.66E-03,1663.46,26.222352,299.372352
27499.5,0.024963,2.93E+17,1.66E-03,1656.52,26.201794,299.351794
27999.5,0.024939,2.92E+17,1.65E-03,1649.85,26.181998,299.331998
28499.5,0.024916,2.91E+17,1.64E-03,1643.45,26.162676,299.312676
28999.5,0.024894,2.90E+17,1.64E-03,1637.29,26.144483,299.294483
29499.5,0.024873,2.89E+17,1.63E-03,1631.40,26.126843,299.276843
29999.5,0.024853,2.88E+17,1.63E-03,1625.72,26.109757,299.259757
30499.5,0.024833,2.87E+17,1.62E-03,1620.24,26.093298,299.243298
30999.5,0.024815,2.86E+17,1.61E-03,1614.98,26.077456,299.227456
31499.5,0.024796,2.85E+17,1.61E-03,1609.91,26.062102,299.212102
31999.5,0.024779,2.84E+17,1.61E-03,1605.01,26.047213,299.197213
32499.5,0.024761,2.83E+17,1.60E-03,1600.27,26.032852,299.182852
32999.5,0.024745,2.82E+17,1.60E-03,1595.68,26.018875,299.168875
33499.5,0.024729,2.82E+17,1.59E-03,1591.24,26.005276,299.155276
33999.5,0.024713,2.81E+17,1.59E-03,1586.93,25.992166,299.142166
34499.5,0.024698,2.80E+17,1.58E-03,1582.74,25.97927,299.12927
34999.5,0.024683,2.79E+17,1.58E-03,1578.67,25.966826,299.116826
35499.5,0.024669,2.79E+17,1.57E-03,1574.71,25.954612,299.104612
35999.5,0.024655,2.78E+17,1.57E-03,1570.87,25.942842,299.092842
36499.5,0.024641,2.77E+17,1.57E-03,1567.13,25.931232,299.081232
36999.5,0.024628,2.77E+17,1.56E-03,1563.49,25.920027,299.070027
37499.5,0.024615,2.76E+17,1.56E-03,1559.92,25.908931,299.058931
37999.5,0.024602,2.75E+17,1.56E-03,1556.44,25.898148,299.048148
38499.5,0.024589,2.75E+17,1.55E-03,1553.03,25.887568,299.037568
38999.5,0.024577,2.74E+17,1.55E-03,1549.69,25.877158,299.027158
39499.5,0.024565,2.74E+17,1.55E-03,1546.43,25.867009,299.017009
39999.5,0.024553,2.73E+17,1.54E-03,1543.23,25.85701,299.00701
40499.5,0.024542,2.72E+17,1.54E-03,1540.09,25.847191,298.997191
40999.5,0.02453,2.72E+17,1.54E-03,1537.01,25.837562,298.987562
41499.5,0.024519,2.71E+17,1.53E-03,1533.98,25.828062,298.978062
41999.5,0.024508,2.71E+17,1.53E-03,1531.00,25.818705,298.968705
42499.5,0.024497,2.70E+17,1.53E-03,1528.08,25.809517,298.959517
42999.5,0.024487,2.70E+17,1.53E-03,1525.21,25.800464,298.950464
43499.5,0.024476,2.69E+17,1.52E-03,1522.38,25.79154,298.94154
43999.5,0.024466,2.69E+17,1.52E-03,1519.59,25.782736,298.932736
44499.5,0.024456,2.68E+17,1.52E-03,1516.82,25.774013,298.924013
44999.5,0.024446,2.68E+17,1.51E-03,1514.09,25.765378,298.915378
45499.5,0.024436,2.67E+17,1.51E-03,1511.40,25.756854,298.906854
45999.5,0.024426,2.67E+17,1.51E-03,1508.75,25.748435,298.898435
46499.5,0.024416,2.66E+17,1.51E-03,1506.14,25.740125,298.890125
46999.5,0.024406,2.66E+17,1.50E-03,1503.56,25.73191,298.88191
47499.5,0.024397,2.66E+17,1.50E-03,1501.02,25.723782,298.873782
47999.5,0.024387,2.65E+17,1.50E-03,1498.50,25.715743,298.865743
48499.5,0.024378,2.65E+17,1.50E-03,1496.01,25.707793,298.857793
48999.5,0.024369,2.64E+17,1.49E-03,1493.55,25.699916,298.849916
49499.5,0.02436,2.64E+17,1.49E-03,1491.11,25.692116,298.842116
49999.5,0.024351,2.63E+17,1.49E-03,1488.71,25.684383,298.834383
50499.5,0.024342,2.63E+17,1.49E-03,1486.33,25.676728,298.826728
50999.5,0.024333,2.63E+17,1.48E-03,1483.96,25.66913,298.81913
51499.5,0.024324,2.62E+17,1.48E-03,1481.63,25.661601,298.811601
51999.5,0.024315,2.62E+17,1.48E-03,1479.31,25.654134,298.804134
52499.5,0.024307,2.61E+17,1.48E-03,1477.02,25.646723,298.796723
52999.5,0.024298,2.61E+17,1.47E-03,1474.75,25.639333,298.789333
53499.5,0.024289,2.61E+17,1.47E-03,1472.51,25.632069,298.782069
53999.5,0.024281,2.60E+17,1.47E-03,1470.28,25.624863,298.774863
54499.5,0.024273,2.60E+17,1.47E-03,1468.08,25.617704,298.767704
54999.5,0.024264,2.59E+17,1.47E-03,1465.90,25.610611,298.760611
55499.5,0.024256,2.59E+17,1.46E-03,1463.72,25.603536,298.753536
55999.5,0.024248,2.59E+17,1.46E-03,1461.56,25.596504,298.746504
56499.5,0.02424,2.58E+17,1.46E-03,1459.43,25.589526,298.739526
56999.5,0.024232,2.58E+17,1.46E-03,1457.29,25.582564,298.732564
57499.5,0.024224,2.57E+17,1.46E-03,1455.18,25.575641,298.725641
57999.5,0.024216,2.57E+17,1.45E-03,1453.07,25.568737,298.718737
58499.5,0.024208,2.57E+17,1.45E-03,1450.97,25.561857,298.711857
58999.5,0.0242,2.56E+17,1.45E-03,1448.88,25.554994,298.704994
59499.5,0.024192,2.56E+17,1.45E-03,1446.80,25.548182,298.698182
59999.5,0.024184,2.56E+17,1.44E-03,1444.74,25.541386,298.691386
60499.5,0.024176,2.55E+17,1.44E-03,1442.68,25.534609,298.684609
60999.5,0.024168,2.55E+17,1.44E-03,1440.64,25.527881,298.677881
61499.5,0.02416,2.55E+17,1.44E-03,1438.62,25.521188,298.671188
61999.5,0.024153,2.54E+17,1.44E-03,1436.61,25.514546,298.664546
62499.5,0.024145,2.54E+17,1.43E-03,1434.62,25.507949,298.657949
62999.5,0.024137,2.53E+17,1.43E-03,1432.63,25.501364,298.651364
63499.5,0.02413,2.53E+17,1.43E-03,1430.67,25.494837,298.644837
63999.5,0.024122,2.53E+17,1.43E-03,1428.72,25.488349,298.638349
64499.5,0.024115,2.52E+17,1.43E-03,1426.79,25.481906,298.631906
64999.5,0.024107,2.52E+17,1.42E-03,1424.86,25.475497,298.625497
65499.5,0.0241,2.52E+17,1.42E-03,1422.96,25.469129,298.619129
65999.5,0.024092,2.51E+17,1.42E-03,1420.98,25.462655,298.612655
66499.5,0.024085,2.51E+17,1.42E-03,1419.08,25.456226,298.606226
66999.5,0.024078,2.51E+17,1.42E-03,1417.17,25.449837,298.599837
67499.5,0.02407,2.50E+17,1.42E-03,1415.27,25.443452,298.593452
67999.5,0.024063,2.50E+17,1.41E-03,1413.37,25.437076,298.587076
68499.5,0.024056,2.50E+17,1.41E-03,1411.47,25.430706,298.580706
68999.5,0.024048,2.49E+17,1.41E-03,1409.58,25.424339,298.574339
69499.5,0.024041,2.49E+17,1.41E-03,1407.69,25.417979,298.567979
69999.5,0.024033,2.49E+17,1.41E-03,1405.80,25.411623,298.561623
70499.5,0.024026,2.48E+17,1.40E-03,1403.90,25.405205,298.555205
70999.5,0.024019,2.48E+17,1.40E-03,1402.01,25.398815,298.548815
71499.5,0.024011,2.48E+17,1.40E-03,1400.12,25.392447,298.542447
71999.5,0.024004,2.47E+17,1.40E-03,1398.25,25.386095,298.536095
72499.5,0.023997,2.47E+17,1.40E-03,1396.36,25.379718,298.529718
72999.5,0.023989,2.47E+17,1.39E-03,1394.49,25.373356,298.523356
73499.5,0.023982,2.46E+17,1.39E-03,1392.63,25.367021,298.517021
73999.5,0.023975,2.46E+17,1.39E-03,1390.77,25.36071,298.51071
74499.5,0.023967,2.46E+17,1.39E-03,1388.92,25.354413,298.504413
74999.5,0.02396,2.45E+17,1.39E-03,1387.08,25.34813,298.49813
75499.5,0.023953,2.45E+17,1.39E-03,1385.25,25.341869,298.491869
75999.5,0.023946,2.45E+17,1.38E-03,1383.42,25.33562,298.48562
76499.5,0.023939,2.44E+17,1.38E-03,1381.60,25.329383,298.479383
76999.5,0.023931,2.44E+17,1.38E-03,1379.79,25.323151,298.473151
77499.5,0.023924,2.44E+17,1.38E-03,1377.97,25.316929,298.466929
77999.5,0.023917,2.43E+17,1.38E-03,1376.16,25.310714,298.460714
78499.5,0.02391,2.43E+17,1.37E-03,1374.36,25.304514,298.454514
78999.5,0.023903,2.43E+17,1.37E-03,1372.57,25.298325,298.448325
79499.5,0.023896,2.43E+17,1.37E-03,1370.78,25.292151,298.442151
79999.5,0.023889,2.42E+17,1.37E-03,1368.99,25.285991,298.435991
80499.5,0.023882,2.42E+17,1.37E-03,1367.21,25.27984,298.42984
80999.5,0.023875,2.42E+17,1.37E-03,1365.44,25.273698,298.423698
81499.5,0.023868,2.41E+17,1.36E-03,1363.67,25.267573,298.417573
81999.5,0.023861,2.41E+17,1.36E-03,1361.91,25.261464,298.411464
82499.5,0.023854,2.41E+17,1.36E-03,1360.15,25.255362,298.405362
82999.5,0.023847,2.40E+17,1.36E-03,1358.40,25.249262,298.399262
83499.5,0.02384,2.40E+17,1.36E-03,1356.65,25.243186,298.393186
83999.5,0.023833,2.40E+17,1.35E-03,1354.92,25.237128,298.387128
84499.5,0.023826,2.39E+17,1.35E-03,1353.18,25.231073,298.381073
84999.5,0.023819,2.39E+17,1.35E-03,1351.45,25.225025,298.375025
85499.5,0.023812,2.39E+17,1.35E-03,1349.73,25.218997,298.368997
85999.5,0.023805,2.38E+17,1.35E-03,1348.01,25.212981,298.362981
86499.5,0.023798,2.38E+17,1.35E-03,1346.30,25.20698,298.35698
86999.5,0.023791,2.38E+17,1.34E-03,1344.59,25.200994,298.350994
87499.5,0.023784,2.38E+17,1.34E-03,1342.90,25.195028,298.345028
87999.5,0.023778,2.37E+17,1.34E-03,1341.21,25.189082,298.339082
88499.5,0.023771,2.37E+17,1.34E-03,1339.52,25.183145,298.333145
88999.5,0.023764,2.37E+17,1.34E-03,1337.84,25.177218,298.327218
89499.5,0.023757,2.36E+17,1.34E-03,1336.17,25.17131,298.32131
89999.5,0.023751,2.36E+17,1.33E-03,1334.51,25.165433,298.315433
90499.5,0.023744,2.36E+17,1.33E-03,1332.86,25.159577,298.309577
90999.5,0.023737,2.36E+17,1.33E-03,1331.21,25.153731,298.303731
91499.5,0.023731,2.35E+17,1.33E-03,1329.56,25.147896,298.297896
91999.5,0.023724,2.35E+17,1.33E-03,1327.92,25.142077,298.292077
92499.5,0.023717,2.35E+17,1.33E-03,1326.29,25.136259,298.286259
92999.5,0.023711,2.34E+17,1.32E-03,1324.66,25.130454,298.280454
93499.5,0.023704,2.34E+17,1.32E-03,1323.03,25.124655,298.274655
93999.5,0.023698,2.34E+17,1.32E-03,1321.41,25.118877,298.268877
94499.5,0.023691,2.33E+17,1.32E-03,1319.80,25.113116,298.263116
94999.5,0.023684,2.33E+17,1.32E-03,1318.19,25.107372,298.257372
95499.5,0.023678,2.33E+17,1.32E-03,1316.59,25.101657,298.251657
95999.5,0.023671,2.33E+17,1.32E-03,1315.00,25.095964,298.245964
96499.5,0.023665,2.32E+17,1.31E-03,1313.42,25.090269,298.240269
96999.5,0.023658,2.32E+17,1.31E-03,1311.83,25.084579,298.234579
97499.5,0.023652,2.32E+17,1.31E-03,1310.25,25.078906,298.228906
97999.5,0.023646,2.32E+17,1.31E-03,1308.68,25.073248,298.223248
98499.5,0.023639,2.31E+17,1.31E-03,1307.11,25.067603,298.217603
98999.5,0.023633,2.31E+17,1.31E-03,1305.55,25.061971,298.211971
99499.5,0.023626,2.31E+17,1.30E-03,1303.99,25.056346,298.206346
99999.5,0.02362,2.30E+17,1.30E-03,1302.44,25.050715,298.200715
101999.5,0.023595,2.29E+17,1.30E-03,1296.28,25.028409,298.178409
103999.5,0.02357,2.28E+17,1.29E-03,1290.21,25.006284,298.156284
105999.5,0.023545,2.27E+17,1.28E-03,1284.24,24.984471,298.134471
107999.5,0.02352,2.26E+17,1.28E-03,1278.34,24.962814,298.112814
109999.5,0.023496,2.25E+17,1.27E-03,1272.52,24.941351,298.091351
111999.5,0.023472,2.24E+17,1.27E-03,1266.72,24.919906,298.069906
113999.5,0.023448,2.23E+17,1.26E-03,1261.07,24.898866,298.048866
115999.5,0.023425,2.22E+17,1.26E-03,1255.50,24.878063,298.028063
117999.5,0.023402,2.21E+17,1.25E-03,1250.04,24.857615,298.007615
119999.5,0.023379,2.20E+17,1.24E-03,1244.64,24.837276,297.987276
121999.5,0.023356,2.19E+17,1.24E-03,1239.30,24.817108,297.967108
123999.5,0.023334,2.18E+17,1.23E-03,1234.03,24.797125,297.947125
125999.5,0.023311,2.17E+17,1.23E-03,1228.82,24.777293,297.927293
127999.5,0.023289,2.16E+17,1.22E-03,1223.69,24.757703,297.907703
129999.5,0.023268,2.16E+17,1.22E-03,1218.64,24.7383,297.8883
131999.5,0.023246,2.15E+17,1.21E-03,1213.61,24.718961,297.868961
133999.5,0.023225,2.14E+17,1.21E-03,1208.68,24.69987,297.84987
135999.5,0.023203,2.13E+17,1.20E-03,1203.82,24.681003,297.831003
137999.5,0.023183,2.12E+17,1.20E-03,1199.02,24.662337,297.812337
139999.5,0.023162,2.11E+17,1.19E-03,1194.30,24.643884,297.793884
141999.5,0.023142,2.10E+17,1.19E-03,1189.65,24.625613,297.775613
143999.5,0.023122,2.10E+17,1.19E-03,1185.07,24.607601,297.757601
145999.5,0.023102,2.09E+17,1.18E-03,1180.56,24.589781,297.739781
147999.5,0.023082,2.08E+17,1.18E-03,1176.10,24.572091,297.722091
149999.5,0.023063,2.07E+17,1.17E-03,1171.69,24.554565,297.704565
151999.5,0.023043,2.07E+17,1.17E-03,1167.35,24.537238,297.687238
153999.5,0.023024,2.06E+17,1.16E-03,1163.08,24.520099,297.670099
155999.5,0.023006,2.05E+17,1.16E-03,1158.85,24.503119,297.653119
157999.5,0.022987,2.04E+17,1.15E-03,1154.68,24.486282,297.636282
159999.5,0.022969,2.04E+17,1.15E-03,1150.54,24.469552,297.619552
161999.5,0.02295,2.03E+17,1.15E-03,1146.45,24.452969,297.602969
163999.5,0.022932,2.02E+17,1.14E-03,1142.44,24.436613,297.586613
165999.5,0.022914,2.01E+17,1.14E-03,1138.47,24.420422,297.570422
167999.5,0.022897,2.01E+17,1.13E-03,1134.55,24.404326,297.554326
169999.5,0.022879,2.00E+17,1.13E-03,1130.69,24.388465,297.538465
171999.5,0.022862,1.99E+17,1.13E-03,1126.88,24.37278,297.52278
173999.5,0.022845,1.99E+17,1.12E-03,1123.13,24.357266,297.507266
175999.5,0.022828,1.98E+17,1.12E-03,1119.43,24.341895,297.491895
177999.5,0.022811,1.97E+17,1.12E-03,1115.77,24.326674,297.476674
179999.5,0.022795,1.97E+17,1.11E-03,1112.17,24.311626,297.461626
181999.5,0.022778,1.96E+17,1.11E-03,1108.62,24.296758,297.446758
183999.5,0.022762,1.96E+17,1.11E-03,1105.10,24.282,297.432
185999.5,0.022746,1.95E+17,1.10E-03,1101.63,24.267386,297.417386
187999.5,0.02273,1.94E+17,1.10E-03,1098.22,24.252963,297.402963
189999.5,0.022715,1.94E+17,1.09E-03,1094.84,24.238679,297.388679
191999.5,0.022699,1.93E+17,1.09E-03,1091.51,24.224511,297.374511
193999.5,0.022684,1.93E+17,1.09E-03,1088.22,24.210504,297.360504
195999.5,0.022669,1.92E+17,1.08E-03,1084.98,24.196654,297.346654
197999.5,0.022654,1.91E+17,1.08E-03,1081.91,24.18349,297.33349
199999.5,0.022639,1.91E+17,1.08E-03,1078.80,24.169449,297.319449
200000.5,0.022639,1.91E+17,1.08E-03,1078.80,24.169437,297.319437
